email,username,password_hash,full_name,phone,avatar,department_name,position,bio,preferences,is_active_user,is_admin,last_login,failed_login_attempts,locked_until,last_password_change,role_id,department_id,id,created_at,updated_at,is_deleted
user695@nexus.com,jing92695,scrypt:32768:8:1$hKN6zGiCmZR2sBdU$20dd707216f002dbe56ec65b3119b69105ba9cf62f0cdf64d067a0bbd3fae114ef5bc7398914547e52422ae44d588857ecd94caca32df6aaf63114cae71fd747,,,https://ui-avatars.com/api/?name=U695&background=random,,,,,1,0,,0,,2025-11-25 20:23:33,2,8,697,2025-11-25 20:23:33.758779,2025-11-25 20:23:33.758780,0
user696@nexus.com,gang19696,scrypt:32768:8:1$WCAjQR0BYzNTKgPC$a29594aeedfcc623657b964ae6a5572de22bf9b91d25b12b02936e60f84c2b44b78415dfc29d41e1b6e7c7e0c6ea2f284b1affb436ee23c8c1996589e4d81cd4,,,https://ui-avatars.com/api/?name=U696&background=random,,,,,1,0,,0,,2025-11-25 20:23:33,2,5,698,2025-11-25 20:23:33.758781,2025-11-25 20:23:33.758782,0
user697@nexus.com,xiuying05697,scrypt:32768:8:1$wWxnVaYDoXeFUZ0J$ab69f5ce54e66db5a4115a6fe08a6f159b1363d00bf572bb90f4ce26ee1558be42480818ffcbeab032c42431cc1fc6aa085e988d90b6c84d6722e4e603276397,,,https://ui-avatars.com/api/?name=U697&background=random,,,,,1,0,,0,,2025-11-25 20:23:33,2,9,699,2025-11-25 20:23:33.758783,2025-11-25 20:23:33.758784,0
user698@nexus.com,jun19698,scrypt:32768:8:1$fteVyxPfHxvAgOWG$d1761a149cefa66d9c6826eb25d1149cd99d132d28e77aac6de66e176ff02bf89ffdd0d9f06195e2ab3a5614c5d1fe8df9a58bb0d7b75670b203b18ebc2df336,,,https://ui-avatars.com/api/?name=U698&background=random,,,,,1,0,,0,,2025-11-25 20:23:33,3,6,700,2025-11-25 20:23:33.758786,2025-11-25 20:23:33.758787,0
user699@nexus.com,dengjun699,scrypt:32768:8:1$sHl1Uz9HqqZatbEl$e589fad20c6f89e0c728c73ebec76a4a06cb41daea239cb4aecd9aba6f1ac8dc057195ff135a2418b247976c522beae78ae58454b3cec396d347f5331849cd22,,,https://ui-avatars.com/api/?name=U699&background=random,,,,,1,0,,0,,2025-11-25 20:23:33,3,3,701,2025-11-25 20:23:33.758788,2025-11-25 20:23:33.758789,0
user700@nexus.com,jing44700,scrypt:32768:8:1$O3M6B5QiyZTwhlPH$08db6ecac861fc00c450be058f0f0d9482c0e80baf91cf4dd228bc0b9eb205d1276d21bc5b77dd79d9b1f9512c7b2e08c39096aac82bad4b22719a184c91fca2,,,https://ui-avatars.com/api/?name=U700&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,1,702,2025-11-25 20:23:39.081710,2025-11-25 20:23:39.081712,0
user701@nexus.com,chao36701,scrypt:32768:8:1$HbaVhzlEKiBLsuAp$f9cdddfacde9842c35a55d97e9b7ff01b5dd65fcd738bbb79366ca6640bda4cc016f90939447b5a7babc4751af3216e251d3c532756ddd61dcefe624662e50fd,,,https://ui-avatars.com/api/?name=U701&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,10,703,2025-11-25 20:23:39.081714,2025-11-25 20:23:39.081715,0
user702@nexus.com,weijiang702,scrypt:32768:8:1$1pUe8uk2IOegv6rW$6a993934c83e1bcd95ff156e66f8fb6a7f8341d989dc39229a2bd199955b551f886c365c29a7a89baf9a46273a7582412ac47dda2baad12d6360eae2c52b02a6,,,https://ui-avatars.com/api/?name=U702&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,1,704,2025-11-25 20:23:39.081717,2025-11-25 20:23:39.081718,0
user703@nexus.com,liaogang703,scrypt:32768:8:1$BjYDVn7dAHuPpXzA$14ee7bf711fbd43f2c15868a494a29c70c6b28ccff43843178dc3da273d75c379dfaa3b983128e3579947897b53549245a5b5e278a31807bfd95d37bd07d0ecc,,,https://ui-avatars.com/api/?name=U703&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,5,705,2025-11-25 20:23:39.081719,2025-11-25 20:23:39.081720,0
user704@nexus.com,wuxiuying704,scrypt:32768:8:1$ndIYxOPi7vGiHPCo$1ade85fa711dd9849f1e0a087c70f71cde51a51d4f9e041ed497e0871b07519f96b8a6f6d553d7bdc647f2b420a1247ebfcdb15791acc01f3297455da233d393,,,https://ui-avatars.com/api/?name=U704&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,5,706,2025-11-25 20:23:39.081721,2025-11-25 20:23:39.081722,0
user705@nexus.com,gang74705,scrypt:32768:8:1$Ha9EFm3jYsfY4R5i$1967ee803718629b2a479796c5808f77aacfd3f978506cf2c964d20b6653f0c6b14c99828c7ede58e681f8b170947507b04aadf7b50970cee93bf05aeff31549,,,https://ui-avatars.com/api/?name=U705&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,3,707,2025-11-25 20:23:39.081724,2025-11-25 20:23:39.081725,0
user706@nexus.com,zhangxiuying706,scrypt:32768:8:1$c7iNRq6U3YArp7Ag$7de21389b77914a679f1a32fd602a9f649bf2773011c1f8607952b0be1c0a41ed7fe577c7a7f034fd114641c6eb84708a3fee1b3b411cec30c9142b656fb8fb9,,,https://ui-avatars.com/api/?name=U706&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,4,708,2025-11-25 20:23:39.081726,2025-11-25 20:23:39.081727,0
user707@nexus.com,fang85707,scrypt:32768:8:1$HcevhsYvNE1NWaVr$971d193620575912de83ecbbb5d89f2cd268da3ba497da7239d000a0afc24cb382a11a380f3aa0644e32130cae3f7a41b3ff6d4ea60bed4035b8f194cd7ce9c0,,,https://ui-avatars.com/api/?name=U707&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,2,709,2025-11-25 20:23:39.081728,2025-11-25 20:23:39.081729,0
user708@nexus.com,jiajing708,scrypt:32768:8:1$kUeupzq109gyGz9H$c7936b50c4071a33f019d6221ee4accf8458e63ffd8d41c4d8768ebbc906169a188d6b60f3e4e741c42db5414c018aefd8f5afe67402bf4e1bf11efa79271f6f,,,https://ui-avatars.com/api/?name=U708&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,7,710,2025-11-25 20:23:39.081730,2025-11-25 20:23:39.081731,0
user709@nexus.com,fang05709,scrypt:32768:8:1$ebrjzcLMI4fd1oef$9ebdafebeb0ccd99c9b52db2697388fadcf7416a67c78c24bd15c43e5c6e94d9d61ed268125b532fbd2e245112a3ae057501e018f628e70efa81ba93aeb945f8,,,https://ui-avatars.com/api/?name=U709&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,7,711,2025-11-25 20:23:39.081732,2025-11-25 20:23:39.081733,0
user710@nexus.com,eduan710,scrypt:32768:8:1$8tqbtMbgPngniLRe$6438b4164bce0b1c53b879d6b6b57eab6a56f2a08cc62cd6fbb278ec2ab498bccfe751d48eb1a99d72264429911eac1341863741d0a07098661f68ccac7781c0,,,https://ui-avatars.com/api/?name=U710&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,2,712,2025-11-25 20:23:39.081735,2025-11-25 20:23:39.081736,0
user711@nexus.com,ping12711,scrypt:32768:8:1$89biitmS04EBwLnf$20e036a9fb527dec3f876e8ba1eabcace39ef70347166b40f8d4d935c726b01c3caf808a253e7bd88e97c054191d2ebad0efc576030e5d606f3533f8b589ec47,,,https://ui-avatars.com/api/?name=U711&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,7,713,2025-11-25 20:23:39.081737,2025-11-25 20:23:39.081738,0
user712@nexus.com,fanguiying712,scrypt:32768:8:1$OiltJ5S04lJXaTFa$f12231f4f3afe56fbc6e9f88fce92a0dd06c8424352415f9f11b160ecca063a547ec93862f98109e5f00dfe603272e6f9a66f38f64571c1b3b6841be969e31a5,,,https://ui-avatars.com/api/?name=U712&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,1,714,2025-11-25 20:23:39.081739,2025-11-25 20:23:39.081740,0
user713@nexus.com,yangli713,scrypt:32768:8:1$27JGrr55cdS7DP1c$cf9973278a6a2ee5299729fe83841f7bc71ecfbb28df6e30483123d3f39b8080eaf79c26e40bb93dbd1b8e5ee06bfaa1b9e74ec31989e246e2a851ca02b76dd1,,,https://ui-avatars.com/api/?name=U713&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,3,715,2025-11-25 20:23:39.081741,2025-11-25 20:23:39.081742,0
user714@nexus.com,chaosong714,scrypt:32768:8:1$HKCzlog9d0cHhMx6$8ff1ccaece8a820a5373ff9f5f9523af6ec0ff0212e4748e1a8b60f7d4bce6e8eaed57f1db629c7fff9302e50fb892b38c4b2ddf5b802480ff766339059add97,,,https://ui-avatars.com/api/?name=U714&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,5,716,2025-11-25 20:23:39.081743,2025-11-25 20:23:39.081744,0
user715@nexus.com,shiwei715,scrypt:32768:8:1$OxmHRVXbxcWkWss9$30f4a889ca547714900c345185d962db03c42529e6c718ed70d17366b7dc51ab4c3c10fce3f20a8f8aa8d7cff4a6140884b502502a39ca62d86f3e9718594e5c,,,https://ui-avatars.com/api/?name=U715&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,7,717,2025-11-25 20:23:39.081745,2025-11-25 20:23:39.081746,0
user716@nexus.com,dongyan716,scrypt:32768:8:1$NvYKtyj9MPt51FhB$a7d1b055ef4e0d93859314b624b68de7732b948266c1cf1b749b8a7e82fbcad448b25a1a08ddc50a251e265313de67867d27d5ca7854fec6d95805cfaf1f8e4c,,,https://ui-avatars.com/api/?name=U716&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,4,718,2025-11-25 20:23:39.081748,2025-11-25 20:23:39.081749,0
user717@nexus.com,dongjing717,scrypt:32768:8:1$d1Mx1PIVodiYE0cV$15ed089967ef695e0d111fcf58c7c4cca995db59f542c1fc6ace5344a97975ca8b276136b286c0b293c3ae75e0c68f2c81578f2f179d4f4db8b49868c8ad2c08,,,https://ui-avatars.com/api/?name=U717&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,8,719,2025-11-25 20:23:39.081750,2025-11-25 20:23:39.081751,0
user718@nexus.com,qchen718,scrypt:32768:8:1$AWbkhuQcoSURn1jH$74750607c4a3d66b5b05caf2f841af47c8f011cabfd6b7773582fcaefed542372038d683214a482769f1110146aa54613618916a7b706c77de2fbfc23ce0b2d5,,,https://ui-avatars.com/api/?name=U718&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,2,720,2025-11-25 20:23:39.081752,2025-11-25 20:23:39.081753,0
user719@nexus.com,rqiu719,scrypt:32768:8:1$KvRARdyfMYv6GIE2$51bb05859f56858bb214961a32951062e678e6a738191647a99fa944346489b8ac3738b8cba572c231f53798956882635534086d8a1adaaf3661bb00aa75dbf2,,,https://ui-avatars.com/api/?name=U719&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,10,721,2025-11-25 20:23:39.081754,2025-11-25 20:23:39.081755,0
user720@nexus.com,xiuyingdong720,scrypt:32768:8:1$atRRdcGBUTqPyeXN$e7fb3e933a51e690bc2e9f6e8628cbff1228ad1dcbfa2965af63da271e8acfdcc51822ce9b93645a855f722a04e4568824933673ba7bedde9a96169b6874e332,,,https://ui-avatars.com/api/?name=U720&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,10,722,2025-11-25 20:23:39.081757,2025-11-25 20:23:39.081758,0
user721@nexus.com,houming721,scrypt:32768:8:1$5isPStccZA93hFpS$9a4ff5d6bd6c889dc62aad998ccbf4f34e6b1b820bc874802bdbe11fb1ed4f35b4ccc7c70edb1d78c883d8b968305afb4a80e438d78f546143a93b9145af44b3,,,https://ui-avatars.com/api/?name=U721&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,8,723,2025-11-25 20:23:39.081759,2025-11-25 20:23:39.081760,0
user722@nexus.com,gyuan722,scrypt:32768:8:1$1BIYjpNYywXyUzWU$47c1eb455db90861d05996734592bde55a32ad9f1963f3df771b10f315281d79bfc1cc5a1ea8d2a3c32bb07aa402fb74a38081d30b65fadf7d96c3d5da83f121,,,https://ui-avatars.com/api/?name=U722&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,7,724,2025-11-25 20:23:39.081761,2025-11-25 20:23:39.081762,0
user723@nexus.com,lei98723,scrypt:32768:8:1$UkH61UlC7hlrz8eT$eade8793a35980cb7d80b803a236858c7922167e67f6b81550061ec0109ea5b73cc02c058fcbbd0602a1162c6cc2071ff25c8838be5de3570309b40edfdd9638,,,https://ui-avatars.com/api/?name=U723&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,9,725,2025-11-25 20:23:39.081764,2025-11-25 20:23:39.081765,0
user724@nexus.com,jie34724,scrypt:32768:8:1$RREsGjs7vteABu3p$ad48e0b4dd8f015b7211ff20a0dac9a32fef21116a18d5a39323cf9fe1e389c1cc9865b2a1e645183bcfdef7c70a5fed823c9ef5cf0450afb7f7b0ee56775833,,,https://ui-avatars.com/api/?name=U724&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,7,726,2025-11-25 20:23:39.081766,2025-11-25 20:23:39.081767,0
user725@nexus.com,qiangchen725,scrypt:32768:8:1$psRJ5rqmA1UfOOpW$696e094ecdca7ba9ca04caec8f101d92ffd8c377f8a2a0fadfdec8ced3aa8ddcdc684f5c67619edf31dfd409db69feb6f76adeaecf08a1c7883633de96a7697b,,,https://ui-avatars.com/api/?name=U725&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,8,727,2025-11-25 20:23:39.081768,2025-11-25 20:23:39.081769,0
user726@nexus.com,juanzhu726,scrypt:32768:8:1$0xiKP1BLmWRw83ss$dbe44853d87e1658fd0a3ccb36f23a92d539ea4245e66ddf50aab31d1624bc8a004e6eec7a7ac4a5c115a011ea3dd0e2a80d7bf2fd1c0d66534784ada62cd2fb,,,https://ui-avatars.com/api/?name=U726&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,10,728,2025-11-25 20:23:39.081770,2025-11-25 20:23:39.081771,0
user727@nexus.com,mqiao727,scrypt:32768:8:1$XqEIfqBBt0vy8LhJ$9898d727c2f7cfa4b425f18f1927b385dcc31bcdb19a36c87d28c895339220eddb2eaf3c6bdd33e07051fccb4054ad685942585e8cf265e2eb20433b1b328561,,,https://ui-avatars.com/api/?name=U727&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,7,729,2025-11-25 20:23:39.081773,2025-11-25 20:23:39.081774,0
user728@nexus.com,hxu728,scrypt:32768:8:1$zBbSP6s8ABeLXe1u$429288a75062f36d83c134f5b66258b8f06ae4892997ae70016cac9ffc7be7f6ff1caa3c02d7076cbb297afdde51df149648533afa6ef4bd43bba56637651a87,,,https://ui-avatars.com/api/?name=U728&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,6,730,2025-11-25 20:23:39.081775,2025-11-25 20:23:39.081776,0
user729@nexus.com,qiangliao729,scrypt:32768:8:1$84CvFt01pwZFnWjd$eaa3d484c3976f9ac445dd865be99d0d559f9f839c7bc72e5a1a1a4ec7d3d45aa15aa48e01a2273b27e5bf3ba6041fba93f5ccaf4154890a5018930c09fec4b2,,,https://ui-avatars.com/api/?name=U729&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,8,731,2025-11-25 20:23:39.081777,2025-11-25 20:23:39.081778,0
user730@nexus.com,fqiao730,scrypt:32768:8:1$P85UyGwlHQ7M7Vuw$92c3752ef25cbbd23e4d0e4422e13e67999b22d6eb3688d3d4a352631825426e404d23a6a74843a57ba6c319c27328cf84a2a19e97ba3bd9be5e53df47f9a646,,,https://ui-avatars.com/api/?name=U730&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,1,732,2025-11-25 20:23:39.081779,2025-11-25 20:23:39.081780,0
user731@nexus.com,tao30731,scrypt:32768:8:1$7FlBo4UCQKrWHn8y$044244d8f2ec9ccdb1dc790cc0483b1b252a9f09073d509b1923aa06fe7cc672d678fb1876fe9d017a6ebc37e3479cb334eb38b69de7e3e2402729b609dcd506,,,https://ui-avatars.com/api/?name=U731&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,3,733,2025-11-25 20:23:39.081781,2025-11-25 20:23:39.081782,0
user732@nexus.com,xia85732,scrypt:32768:8:1$THAa0zCP20g9epNM$e0ce34e461f2143108680737046c2af12b70f0415c888766e4ad227ee51b392afba8c391abfcabc26d577bbc5bb5dc15e3a8fb66b3a7966110d56d2a3b840b08,,,https://ui-avatars.com/api/?name=U732&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,10,734,2025-11-25 20:23:39.081783,2025-11-25 20:23:39.081784,0
user733@nexus.com,ganglu733,scrypt:32768:8:1$ZvvwNWUNSZGenlHg$19d9f141b75c4129712ecd284115337d3931a6edcbbc9b8b2f522f948537871558b9072a6cd5772d1a36ba635fc776aeb31d350b84ff2deadc9540b491068798,,,https://ui-avatars.com/api/?name=U733&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,1,735,2025-11-25 20:23:39.081786,2025-11-25 20:23:39.081787,0
user734@nexus.com,lei15734,scrypt:32768:8:1$JJIYz0dsbEfhH1tB$6772ead02ba039d6984448c45f9db3ba978394c06f9b132aee0e4df5531d69f43bc9c5a9f90ca2819f5d32958e4c43458d42130faf3aa1b48152e74ed15c68a1,,,https://ui-avatars.com/api/?name=U734&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,3,736,2025-11-25 20:23:39.081788,2025-11-25 20:23:39.081789,0
user735@nexus.com,zhujie735,scrypt:32768:8:1$96SmpZhGshxQwacf$3a7300aa335db1f1b7f7436122bad4757a03e38c8b2fc917adfe74f950299b743f7f58c0533e4dcd02974f6163c23c111d7ae190a7c07837c32e40ac3c881c66,,,https://ui-avatars.com/api/?name=U735&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,9,737,2025-11-25 20:23:39.081790,2025-11-25 20:23:39.081792,0
user736@nexus.com,taokong736,scrypt:32768:8:1$cxj4I1wcenX8UXur$d62421499c6a892bfca49d08cee37614f4a10da419da8347bb75e9886666862a8796af9625600d6ebdb17a8f76148e91a204d1ea9e55acbc28a8c7abbf80aeb8,,,https://ui-avatars.com/api/?name=U736&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,9,738,2025-11-25 20:23:39.081793,2025-11-25 20:23:39.081794,0
user737@nexus.com,min54737,scrypt:32768:8:1$Njc4WErukrl5NIiq$13c3f18b11cf6ca4402238ae0934e7402989994f342da46bb7e465fca69259bbb97e1125fbcd08534038a6b06636e86ef6ec21335ac0375859a15d69888b4fd3,,,https://ui-avatars.com/api/?name=U737&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,4,739,2025-11-25 20:23:39.081795,2025-11-25 20:23:39.081796,0
user738@nexus.com,yuna738,scrypt:32768:8:1$MwohE3pPOXLDQRaR$95bd0f4036d1dcf568f7eca334755c9473b08cb733c1093f4d5d36d762835f352ea7f7d4e23155e44664b02a9761a9561b1f907b4b4c67a5dbe7fd9a599a3235,,,https://ui-avatars.com/api/?name=U738&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,3,740,2025-11-25 20:23:39.081798,2025-11-25 20:23:39.081799,0
user739@nexus.com,gxia739,scrypt:32768:8:1$nidCOphCfMUuRz85$18dea0498fe0f55231569f9c05c996730fec29734ce703de07a503707358802434a218b2184b29f02c0b302b3ac4f3ad3935c4034c762dcd67f5b2b9f1695d66,,,https://ui-avatars.com/api/?name=U739&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,7,741,2025-11-25 20:23:39.081800,2025-11-25 20:23:39.081801,0
user740@nexus.com,gangdu740,scrypt:32768:8:1$g7VtZr5s73AaOy7E$969c400aec40504b6b91c1829617c1e9094a21c2ab334de8aa7ab937b58c638ce5b10a91da450862e7b4894273d6d6df3b2dd3c85677e0baaeaaeb9768a6e27b,,,https://ui-avatars.com/api/?name=U740&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,3,742,2025-11-25 20:23:39.081802,2025-11-25 20:23:39.081803,0
user741@nexus.com,pingtao741,scrypt:32768:8:1$3D8Hzi0NdfMBSM9w$73757a419b0c563287d312d78fd9d7f0d5b3153c801e66b3085dcdf78123689f5f86a79d03e8c716d7eb07cb9a4b03c79ce488c334d7d44b79132833edef35a4,,,https://ui-avatars.com/api/?name=U741&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,10,743,2025-11-25 20:23:39.081805,2025-11-25 20:23:39.081806,0
user742@nexus.com,wguo742,scrypt:32768:8:1$hMBjiJlQmEcGTkeF$2f1d3acf1cf0f9a9202172dda9d1cdd5d8f64f4ee44ce72fa19da35d32b173d8273948b911de98cb610d53a7d47041396e764c5c2a985000aa376b8936671a94,,,https://ui-avatars.com/api/?name=U742&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,2,744,2025-11-25 20:23:39.081807,2025-11-25 20:23:39.081808,0
user743@nexus.com,mingtan743,scrypt:32768:8:1$DHL2QXF0S9nnNCza$d2c8f17478bfe1aa5835e062e913cef291eb8ce5dcc42948dcd49569eea293bf970761fdb00b52e9b42fd5ff768055415167062d28e0a0ffbe3eb82ab84cbc3d,,,https://ui-avatars.com/api/?name=U743&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,4,745,2025-11-25 20:23:39.081810,2025-11-25 20:23:39.081811,0
user744@nexus.com,yanchao744,scrypt:32768:8:1$QqAlYltFah8O52T3$70ef279e9683888dfe2e78a2ac3975ffbbe02da975b2999d4299596d596e3c64a25b18a3cf0a6fef3c47278e2c6bff9344b25f0457a107bafa39d293ffea8b99,,,https://ui-avatars.com/api/?name=U744&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,1,746,2025-11-25 20:23:39.081812,2025-11-25 20:23:39.081813,0
user745@nexus.com,ezheng745,scrypt:32768:8:1$yqtuddSOLBRMA1W1$52b7a90ac3d4e40f6dc43d5a4318ebfb79a2feba03c347a07f6f026d49ad7f65c1f62f480ad1a0f034e3db3aff362a59440873880f35a70a1638a89567e1de4c,,,https://ui-avatars.com/api/?name=U745&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,10,747,2025-11-25 20:23:39.081814,2025-11-25 20:23:39.081815,0
user746@nexus.com,zengtao746,scrypt:32768:8:1$FuzMc7S0Ey1yXIuE$296d5988b50c0b4afd0418031e16afcec24cca55741c8cf7f6666569bf65e303cf3bad6f1ca5198b67c2c8fdb3569c302da6a78eda8778efb52c0b52ae499745,,,https://ui-avatars.com/api/?name=U746&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,9,748,2025-11-25 20:23:39.081817,2025-11-25 20:23:39.081818,0
user747@nexus.com,changmin747,scrypt:32768:8:1$uk3wWyDI5itBhkPZ$9643a8685e5c3b1b5fb7221ff01266e70f0c1b8bc14abcc6ef7a8c111c4024db1a71e4f877d45c03fe6e60d5f2d36996a9c7147301eb9da0d89075f3702c90fd,,,https://ui-avatars.com/api/?name=U747&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,1,749,2025-11-25 20:23:39.081819,2025-11-25 20:23:39.081820,0
user748@nexus.com,ofang748,scrypt:32768:8:1$JCh9dtpDRDEA0iMa$9e8899d33be160934b1584586ce76be695e537238022a447d0be2998da76f152249ed6bd09d375695f8b91dbf14645a7081eb6107a5f55be3c10c773700168c6,,,https://ui-avatars.com/api/?name=U748&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,3,750,2025-11-25 20:23:39.081821,2025-11-25 20:23:39.081822,0
user749@nexus.com,weihou749,scrypt:32768:8:1$h1EK1WL65e8zcQKr$a550ce09e4be2a12b89e960ceaf5a847e86720ebb8f275f1940a33628c227b0edab403be9aed45b8341fedd08f756f5632afeb36020645f1ba9c729522b5d5ea,,,https://ui-avatars.com/api/?name=U749&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,4,751,2025-11-25 20:23:39.081824,2025-11-25 20:23:39.081825,0
user750@nexus.com,chenxiuying750,scrypt:32768:8:1$QAsTBGVz9uxzdSzg$24a3c447ff330766cc246b6ba02831561d9402ecf771aaa8da7f198d79b3e34fa33a5688810e7b08305fc52a6f332178acc42ccd9efe121713ebe82e7a9f41fd,,,https://ui-avatars.com/api/?name=U750&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,4,752,2025-11-25 20:23:39.081826,2025-11-25 20:23:39.081827,0
user751@nexus.com,caiping751,scrypt:32768:8:1$8XMvMtB8hqfq6bMo$7f6ea8cde2d64d2a70b1c73ab18097ae5e6846a2cf03fe77a7f29f44c70d3015a4f0b8cb9fda20be0fbf4992bd2827370ace74af7ce633a038bb396ba10501b5,,,https://ui-avatars.com/api/?name=U751&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,1,753,2025-11-25 20:23:39.081829,2025-11-25 20:23:39.081829,0
user752@nexus.com,yongxiao752,scrypt:32768:8:1$TXtosrxemghIeRs3$4cfa629d1ff7680f738cee94cf2c3afecf353c29283e51d572bfb47e001d1106fc0dacbb3420cf2e16ecac4fe77df2751d766d2e45466439431673779cce8d7c,,,https://ui-avatars.com/api/?name=U752&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,6,754,2025-11-25 20:23:39.081831,2025-11-25 20:23:39.081832,0
user753@nexus.com,jxiong753,scrypt:32768:8:1$xZPFgtiRxxGKE7RK$153dad7368374733b5780e52f22fb91f60dcd387d9ddfd30c13fe77adea37438b79620a605912f75bed865c8c6d5dae79ec2f527110d404371060ff307edb17e,,,https://ui-avatars.com/api/?name=U753&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,5,755,2025-11-25 20:23:39.081833,2025-11-25 20:23:39.081834,0
user754@nexus.com,xyi754,scrypt:32768:8:1$i8KKZ9MxZPK847EY$2702e7d327bf93a6e3d32479dd13585c41aa9cd4809e021bbc48adaaed2b9e1b7016de99dd3684d127eb49142988d4c8a05502f9a9ba3549abec425ce8eb07f5,,,https://ui-avatars.com/api/?name=U754&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,7,756,2025-11-25 20:23:39.081836,2025-11-25 20:23:39.081837,0
user755@nexus.com,yanchang755,scrypt:32768:8:1$APkrPoLNEavQiQfB$af56f4184a113d64798ee84a9d12f20eb8b867869700114fd30326e8b22472278836ff4c2e0448f35952570a0c5ab2d8cbb95cc7a2d1aa229e055576dd087c21,,,https://ui-avatars.com/api/?name=U755&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,5,757,2025-11-25 20:23:39.081838,2025-11-25 20:23:39.081839,0
user756@nexus.com,taoguiying756,scrypt:32768:8:1$VFWkx0r96Qkiimjh$f0b61a51b13836b108bf949cb3b45ff3eeadf7b3dd965827c0e76c7eb34cf9a3d4185719109ec4f27394677306350e542ef7a9cdb3bdb20aa8cbdcb7ef757239,,,https://ui-avatars.com/api/?name=U756&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,3,2,758,2025-11-25 20:23:39.081840,2025-11-25 20:23:39.081841,0
user757@nexus.com,yangwang757,scrypt:32768:8:1$sfWl2Nbi2M5FmuQU$a51fe0a06b09d76d19fd50e69d82dabab30a3ae050c9d304818f9c67738319398e270b16ce7229a8eb08479ded53fc63817965ca033e702931a985294d9c7d50,,,https://ui-avatars.com/api/?name=U757&background=random,,,,,1,0,,0,,2025-11-25 20:23:39,2,2,759,2025-11-25 20:23:39.081843,2025-11-25 20:23:39.081843,0
